"67세",542698,358493,54272,304138,0,46,34,3,184205,178861,197,5147
"68세",473070,308765,47662,261026,1,44,27,5,164305,158630,207,5468
"69세",469586,303861,47025,256758,0,46,27,5,165725,159616,205,5904
"70세",379410,246859,38763,208044,0,35,16,1,132551,126961,135,5455
"71세",309766,198313,29631,168634,0,37,11,0,111453,106430,121,4902
"72세",316832,201378,30795,170556,0,18,6,3,115454,109447,149,5858
"73세",207828,130774,20048,110697,0,17,12,0,77054,72059,113,4882
"74세",205448,126828,19131,107665,0,26,6,0,78620,73237,86,5297
"75세",189787,113373,16352,97004,0,11,4,2,76414,70679,106,5629
"76세",170844,100294,14367,85914,0,10,2,1,70550,64890,105,5555
"77세",151992,86793,11882,74898,0,10,2,1,65199,59363,84,5752
"78세",109429,60072,8278,51789,0,3,0,2,49357,44647,65,4645
"79세",81312,41935,5766,36162,0,1,4,2,39377,35160,50,4167
"80세",71660,34848,4890,29953,0,5,0,0,36812,32178,50,4584
"81세",60484,27945,3761,24181,0,2,1,0,32539,27934,44,4561
"82세",61508,26658,3600,23054,0,3,1,0,34850,28814,57,5979
"83세",43322,17412,2220,15187,0,3,2,0,25910,21258,27,4625
"84세",31027,11436,1518,9913,2,3,0,0,19591,15762,19,3810
"85세",25823,8834,1141,7691,1,1,0,0,16989,13304,13,3672
"86세",19158,6130,775,5355,0,0,0,0,13028,9944,14,3070
"87세",14462,4242,499,3741,1,1,0,0,10220,7753,14,2453
"88세",10605,2710,328,2379,1,2,0,0,7895,5841,5,2049
"89세",7766,1797,201,1594,0,2,0,0,5969,4302,7,1660
"90세",5379,1117,147,970,0,0,0,0,4262,3034,4,1224
"91세",3604,701,82,618,0,0,0,1,2903,2056,0,847
"92세",2655,517,69,448,0,0,0,0,2138,1539,1,598
"93세",1701,374,45,329,0,0,0,0,1327,976,3,348
"94세",1204,252,34,217,0,1,0,0,952,708,2,242
"95세",1057,245,38,207,0,0,0,0,812,627,1,184
"96세",692,161,16,145,0,0,0,0,531,411,2,118
"97세",494,126,20,106,0,0,0,0,368,288,0,80
"98세",326,87,7,79,0,1,0,0,239,192,0,47
"99세 이상",1400,426,61,362,2,1,0,0,974,859,1,114
